Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross margin percentage,Gross income,Rating
312-32-3536,C,Kyiv,Member,Female,Electronics,87.05,3,13.0575,274.2075,2023-01-15,11:00,Credit card,261.15,4.761905,13.0575,5.5
717-71-6859,B,Lviv,Normal,Male,Home & Lifestyle,40.15,3,6.0225,126.47249999999998,2023-01-15,12:00,Cash,120.44999999999999,4.761905,6.0225,9.2
101-21-5007,A,Lviv,Normal,Male,Sports,60.72,1,3.036,63.756,2023-01-15,13:00,Cash,60.72,4.761905,3.036,7.1
998-62-8027,B,Lviv,Member,Female,Electronics,55.82,10,27.910000000000004,586.11,2023-01-15,14:00,Ewallet,558.2,4.761905,27.910000000000004,4.4
249-78-1350,B,Lviv,Normal,Male,Sports,15.8,2,1.58,33.18,2023-01-15,15:00,Cash,31.6,4.761905,1.58,7.9
430-42-3977,A,Odesa,Member,Female,Clothing,90.95,7,31.8325,668.4825,2023-01-15,16:00,Credit card,636.65,4.761905,31.8325,8.1
323-25-5018,C,Lviv,Member,Male,Home & Lifestyle,84.76,5,21.19,444.99,2023-01-15,17:00,Ewallet,423.8,4.761905,21.19,10.0
588-99-9072,A,Kyiv,Member,Male,Beauty,44.51,10,22.255,467.35499999999996,2023-01-15,18:00,Cash,445.09999999999997,4.761905,22.255,4.9
638-87-1901,A,Lviv,Member,Male,Electronics,57.14,1,2.857,59.997,2023-01-15,19:00,Credit card,57.14,4.761905,2.857,4.3
892-90-1609,B,Odesa,Member,Female,Sports,49.17,9,22.126500000000004,464.65650000000005,2023-01-15,20:00,Credit card,442.53000000000003,4.761905,22.126500000000004,6.6
412-51-7826,A,Kyiv,Member,Male,Sports,29.17,10,14.585000000000003,306.285,2023-01-15,21:00,Cash,291.70000000000005,4.761905,14.585000000000003,5.1
115-52-4151,C,Kyiv,Normal,Female,Home & Lifestyle,43.02,10,21.510000000000005,451.71000000000004,2023-01-15,22:00,Credit card,430.20000000000005,4.761905,21.510000000000005,6.7
958-62-7342,C,Odesa,Normal,Female,Electronics,26.48,5,6.620000000000001,139.02,2023-01-15,23:00,Cash,132.4,4.761905,6.620000000000001,8.8
689-63-4770,B,Lviv,Member,Female,Electronics,97.8,5,24.450000000000003,513.45,2023-01-16,00:00,Cash,489.0,4.761905,24.450000000000003,5.5
459-35-8132,A,Kyiv,Member,Female,Home & Lifestyle,77.56,4,15.512,325.752,2023-01-16,01:00,Cash,310.24,4.761905,15.512,5.8
168-49-1276,A,Lviv,Normal,Male,Food & Beverages,17.81,1,0.8905,18.700499999999998,2023-01-16,02:00,Ewallet,17.81,4.761905,0.8905,9.1
659-19-9681,B,Kyiv,Member,Male,Home & Lifestyle,11.77,7,4.1195,86.5095,2023-01-16,03:00,Credit card,82.39,4.761905,4.1195,5.0
646-58-1325,B,Odesa,Member,Male,Home & Lifestyle,10.02,1,0.501,10.520999999999999,2023-01-16,04:00,Credit card,10.02,4.761905,0.501,8.8
473-66-6776,A,Kyiv,Member,Female,Clothing,92.47,6,27.741,582.5609999999999,2023-01-16,05:00,Credit card,554.8199999999999,4.761905,27.741,7.8
387-30-7143,A,Lviv,Normal,Female,Home & Lifestyle,18.38,8,7.352,154.392,2023-01-16,06:00,Cash,147.04,4.761905,7.352,7.6
934-98-6854,A,Odesa,Normal,Male,Electronics,41.66,9,18.746999999999996,393.68699999999995,2023-01-16,07:00,Ewallet,374.93999999999994,4.761905,18.746999999999996,9.3
731-21-2276,B,Odesa,Normal,Male,Electronics,53.35,2,5.335000000000001,112.035,2023-01-16,08:00,Ewallet,106.7,4.761905,5.335000000000001,6.8
287-39-7403,B,Lviv,Member,Female,Sports,24.96,1,1.2480000000000002,26.208000000000002,2023-01-16,09:00,Cash,24.96,4.761905,1.2480000000000002,9.9
500-67-9446,A,Odesa,Member,Male,Beauty,23.23,9,10.4535,219.52349999999998,2023-01-16,10:00,Credit card,209.07,4.761905,10.4535,8.7
868-39-2794,B,Lviv,Member,Male,Beauty,49.38,10,24.69,518.49,2023-01-16,11:00,Credit card,493.8,4.761905,24.69,6.5
719-34-8958,A,Lviv,Normal,Female,Beauty,50.61,4,10.122,212.562,2023-01-16,12:00,Credit card,202.44,4.761905,10.122,4.7
237-97-4934,B,Odesa,Member,Male,Clothing,22.2,4,4.44,93.24,2023-01-16,13:00,Credit card,88.8,4.761905,4.44,9.7
794-26-2451,B,Odesa,Normal,Male,Electronics,49.31,3,7.3965000000000005,155.3265,2023-01-16,14:00,Credit card,147.93,4.761905,7.3965000000000005,9.8
858-35-1414,C,Kyiv,Member,Male,Electronics,16.61,9,7.474500000000001,156.96450000000002,2023-01-16,15:00,Cash,149.49,4.761905,7.474500000000001,4.9
313-80-1492,A,Kyiv,Normal,Female,Clothing,85.04,3,12.756,267.876,2023-01-16,16:00,Cash,255.12,4.761905,12.756,7.9
311-44-9146,A,Kyiv,Normal,Female,Clothing,97.47,5,24.367500000000003,511.71750000000003,2023-01-16,17:00,Credit card,487.35,4.761905,24.367500000000003,5.5
352-25-9773,A,Odesa,Normal,Male,Clothing,43.36,9,19.512,409.752,2023-01-16,18:00,Credit card,390.24,4.761905,19.512,9.1
702-64-4232,B,Odesa,Normal,Female,Food & Beverages,77.79,9,35.005500000000005,735.1155,2023-01-16,19:00,Credit card,700.11,4.761905,35.005500000000005,7.9
168-42-4943,C,Lviv,Normal,Female,Electronics,32.58,3,4.8870000000000005,102.627,2023-01-16,20:00,Ewallet,97.74,4.761905,4.8870000000000005,4.4
792-96-2132,A,Odesa,Member,Female,Beauty,31.45,8,12.58,264.18,2023-01-16,21:00,Ewallet,251.6,4.761905,12.58,4.7
113-75-1769,C,Kyiv,Member,Female,Home & Lifestyle,51.75,4,10.350000000000001,217.35,2023-01-16,22:00,Cash,207.0,4.761905,10.350000000000001,7.2
666-83-3865,A,Kyiv,Normal,Male,Food & Beverages,40.11,2,4.011,84.231,2023-01-16,23:00,Ewallet,80.22,4.761905,4.011,8.8
684-23-4763,B,Kyiv,Normal,Male,Sports,52.27,5,13.067500000000003,274.4175,2023-01-17,00:00,Ewallet,261.35,4.761905,13.067500000000003,4.2
401-32-9852,C,Kyiv,Member,Female,Sports,54.03,4,10.806000000000001,226.92600000000002,2023-01-17,01:00,Cash,216.12,4.761905,10.806000000000001,9.7
257-39-1628,B,Lviv,Normal,Male,Food & Beverages,80.75,3,12.1125,254.3625,2023-01-17,02:00,Credit card,242.25,4.761905,12.1125,7.1
847-31-9644,A,Kyiv,Member,Female,Clothing,28.71,1,1.4355000000000002,30.145500000000002,2023-01-17,03:00,Cash,28.71,4.761905,1.4355000000000002,5.4
862-23-4117,C,Lviv,Member,Male,Food & Beverages,40.44,7,14.154,297.234,2023-01-17,04:00,Credit card,283.08,4.761905,14.154,7.7
831-45-3911,C,Lviv,Member,Male,Home & Lifestyle,82.14,6,24.642000000000003,517.4820000000001,2023-01-17,05:00,Credit card,492.84000000000003,4.761905,24.642000000000003,6.9
629-52-2175,A,Kyiv,Member,Female,Beauty,32.65,9,14.692499999999999,308.54249999999996,2023-01-17,06:00,Ewallet,293.84999999999997,4.761905,14.692499999999999,6.8
578-43-7108,B,Kyiv,Member,Female,Sports,28.06,9,12.627,265.167,2023-01-17,07:00,Cash,252.54,4.761905,12.627,7.0
145-88-2274,C,Lviv,Normal,Female,Electronics,97.22,4,19.444000000000003,408.324,2023-01-17,08:00,Credit card,388.88,4.761905,19.444000000000003,5.4
742-50-6487,B,Kyiv,Normal,Female,Clothing,60.88,8,24.352000000000004,511.39200000000005,2023-01-17,09:00,Ewallet,487.04,4.761905,24.352000000000004,9.8
800-92-1468,A,Odesa,Normal,Male,Food & Beverages,69.9,8,27.960000000000004,587.1600000000001,2023-01-17,10:00,Credit card,559.2,4.761905,27.960000000000004,6.6
790-72-5996,B,Odesa,Normal,Female,Home & Lifestyle,91.73,3,13.759500000000001,288.9495,2023-01-17,11:00,Credit card,275.19,4.761905,13.759500000000001,6.6
111-72-7655,A,Kyiv,Normal,Male,Beauty,66.66,1,3.333,69.993,2023-01-17,12:00,Credit card,66.66,4.761905,3.333,6.6
708-72-2118,B,Kyiv,Member,Male,Beauty,41.53,10,20.765,436.065,2023-01-17,13:00,Ewallet,415.3,4.761905,20.765,6.8
404-54-2048,A,Kyiv,Normal,Female,Clothing,44.88,10,22.44,471.24,2023-01-17,14:00,Ewallet,448.8,4.761905,22.44,9.0
117-58-5678,C,Lviv,Normal,Male,Clothing,29.53,9,13.288499999999999,279.0585,2023-01-17,15:00,Ewallet,265.77,4.761905,13.288499999999999,7.6
737-42-2712,C,Lviv,Member,Male,Food & Beverages,46.6,2,4.66,97.86,2023-01-17,16:00,Cash,93.2,4.761905,4.66,5.1
249-57-4965,B,Kyiv,Normal,Male,Food & Beverages,92.42,7,32.347,679.287,2023-01-17,17:00,Cash,646.94,4.761905,32.347,5.6
942-23-3892,B,Odesa,Normal,Female,Clothing,82.86,2,8.286,174.006,2023-01-17,18:00,Credit card,165.72,4.761905,8.286,8.2
354-42-9356,A,Odesa,Member,Male,Clothing,29.96,8,11.984000000000002,251.66400000000002,2023-01-17,19:00,Cash,239.68,4.761905,11.984000000000002,5.8
533-18-8719,A,Lviv,Member,Female,Sports,61.84,8,24.736000000000004,519.456,2023-01-17,20:00,Credit card,494.72,4.761905,24.736000000000004,4.5
918-42-8507,C,Kyiv,Member,Female,Beauty,52.18,6,15.654,328.734,2023-01-17,21:00,Cash,313.08,4.761905,15.654,6.5
670-77-4562,C,Odesa,Member,Female,Food & Beverages,96.9,1,4.845000000000001,101.745,2023-01-17,22:00,Cash,96.9,4.761905,4.845000000000001,4.9
137-59-9975,B,Lviv,Normal,Male,Clothing,12.86,2,1.286,27.006,2023-01-17,23:00,Credit card,25.72,4.761905,1.286,6.7
740-24-9285,B,Kyiv,Member,Female,Food & Beverages,66.82,3,10.023,210.48299999999998,2023-01-18,00:00,Cash,200.45999999999998,4.761905,10.023,8.6
433-19-6258,C,Lviv,Normal,Female,Clothing,80.58,5,20.145,423.04499999999996,2023-01-18,01:00,Cash,402.9,4.761905,20.145,8.1
186-41-7533,B,Kyiv,Normal,Male,Home & Lifestyle,63.96,8,25.584000000000003,537.264,2023-01-18,02:00,Credit card,511.68,4.761905,25.584000000000003,9.9
983-22-2208,A,Lviv,Member,Male,Clothing,27.3,3,4.095000000000001,85.995,2023-01-18,03:00,Cash,81.9,4.761905,4.095000000000001,6.3
239-53-4499,C,Odesa,Normal,Male,Clothing,21.7,5,5.425000000000001,113.925,2023-01-18,04:00,Credit card,108.5,4.761905,5.425000000000001,9.0
368-20-9302,A,Kyiv,Normal,Male,Clothing,45.59,6,13.677000000000001,287.21700000000004,2023-01-18,05:00,Cash,273.54,4.761905,13.677000000000001,10.0
309-95-6564,B,Odesa,Normal,Male,Clothing,72.27,5,18.0675,379.41749999999996,2023-01-18,06:00,Cash,361.34999999999997,4.761905,18.0675,8.9
308-93-1049,C,Odesa,Member,Male,Clothing,90.62,7,31.717000000000002,666.057,2023-01-18,07:00,Credit card,634.34,4.761905,31.717000000000002,6.4
214-76-7899,B,Odesa,Member,Female,Electronics,78.46,8,31.384,659.064,2023-01-18,08:00,Credit card,627.68,4.761905,31.384,8.9
509-66-4661,A,Odesa,Member,Male,Food & Beverages,50.27,1,2.5135000000000005,52.783500000000004,2023-01-18,09:00,Credit card,50.27,4.761905,2.5135000000000005,5.6
674-17-1870,C,Lviv,Member,Female,Beauty,28.61,2,2.861,60.080999999999996,2023-01-18,10:00,Credit card,57.22,4.761905,2.861,8.9
602-54-4709,A,Odesa,Member,Male,Beauty,21.49,8,8.596,180.516,2023-01-18,11:00,Ewallet,171.92,4.761905,8.596,8.2
560-72-7774,A,Odesa,Member,Male,Clothing,20.42,6,6.126000000000001,128.64600000000002,2023-01-18,12:00,Credit card,122.52000000000001,4.761905,6.126000000000001,5.5
912-34-1506,A,Odesa,Normal,Female,Home & Lifestyle,30.92,2,3.0920000000000005,64.932,2023-01-18,13:00,Ewallet,61.84,4.761905,3.0920000000000005,4.2
292-97-6846,B,Odesa,Normal,Male,Clothing,51.79,2,5.179,108.759,2023-01-18,14:00,Ewallet,103.58,4.761905,5.179,9.5
798-86-5339,A,Kyiv,Normal,Female,Clothing,57.05,6,17.115,359.41499999999996,2023-01-18,15:00,Ewallet,342.29999999999995,4.761905,17.115,7.4
178-57-6303,A,Lviv,Member,Female,Electronics,69.44,1,3.472,72.91199999999999,2023-01-18,16:00,Credit card,69.44,4.761905,3.472,9.5
531-37-1996,A,Kyiv,Member,Male,Sports,86.14,3,12.921000000000001,271.341,2023-01-18,17:00,Credit card,258.42,4.761905,12.921000000000001,9.9
327-80-8128,A,Odesa,Normal,Male,Clothing,76.41,7,26.7435,561.6135,2023-01-18,18:00,Credit card,534.87,4.761905,26.7435,8.0
751-58-4649,B,Lviv,Normal,Female,Beauty,55.43,10,27.715,582.015,2023-01-18,19:00,Credit card,554.3,4.761905,27.715,5.1
263-77-8299,C,Odesa,Member,Male,Sports,21.97,6,6.591,138.411,2023-01-18,20:00,Credit card,131.82,4.761905,6.591,8.3
679-45-6443,C,Odesa,Normal,Female,Clothing,48.25,5,12.0625,253.3125,2023-01-18,21:00,Credit card,241.25,4.761905,12.0625,4.6
147-55-1028,B,Kyiv,Normal,Female,Electronics,15.09,1,0.7545000000000001,15.8445,2023-01-18,22:00,Ewallet,15.09,4.761905,0.7545000000000001,6.3
783-32-2614,A,Kyiv,Member,Female,Food & Beverages,67.67,5,16.9175,355.26750000000004,2023-01-18,23:00,Cash,338.35,4.761905,16.9175,4.6
121-73-6659,A,Lviv,Member,Female,Beauty,92.84,6,27.852,584.8919999999999,2023-01-19,00:00,Ewallet,557.04,4.761905,27.852,6.6
812-76-3561,B,Kyiv,Member,Female,Clothing,31.95,2,3.1950000000000003,67.095,2023-01-19,01:00,Credit card,63.9,4.761905,3.1950000000000003,4.1
859-19-6527,C,Odesa,Normal,Female,Beauty,59.0,8,23.6,495.6,2023-01-19,02:00,Cash,472.0,4.761905,23.6,9.6
697-98-3202,C,Kyiv,Normal,Male,Home & Lifestyle,65.21,7,22.8235,479.2935,2023-01-19,03:00,Ewallet,456.46999999999997,4.761905,22.8235,5.9
213-89-8441,B,Lviv,Member,Male,Electronics,42.63,2,4.263000000000001,89.52300000000001,2023-01-19,04:00,Cash,85.26,4.761905,4.263000000000001,6.2
516-29-2766,B,Lviv,Normal,Male,Electronics,32.34,4,6.468000000000001,135.828,2023-01-19,05:00,Credit card,129.36,4.761905,6.468000000000001,7.4
467-49-4860,C,Lviv,Normal,Male,Electronics,77.31,3,11.5965,243.5265,2023-01-19,06:00,Credit card,231.93,4.761905,11.5965,8.9
771-97-1049,C,Kyiv,Normal,Female,Electronics,20.06,9,9.027,189.56699999999998,2023-01-19,07:00,Cash,180.54,4.761905,9.027,4.9
907-79-2289,A,Odesa,Normal,Male,Electronics,11.9,1,0.5950000000000001,12.495000000000001,2023-01-19,08:00,Cash,11.9,4.761905,0.5950000000000001,6.8
211-86-5778,A,Kyiv,Member,Male,Beauty,20.34,10,10.170000000000002,213.57,2023-01-19,09:00,Cash,203.4,4.761905,10.170000000000002,5.7
497-35-3237,A,Lviv,Member,Male,Food & Beverages,14.97,1,0.7485,15.7185,2023-01-19,10:00,Cash,14.97,4.761905,0.7485,8.4
204-75-7547,C,Kyiv,Normal,Female,Electronics,68.96,5,17.24,362.03999999999996,2023-01-19,11:00,Credit card,344.79999999999995,4.761905,17.24,9.4
358-45-9331,A,Kyiv,Normal,Male,Food & Beverages,11.06,8,4.424,92.90400000000001,2023-01-19,12:00,Cash,88.48,4.761905,4.424,9.9
467-49-5868,A,Lviv,Member,Female,Clothing,68.51,1,3.4255000000000004,71.9355,2023-01-19,13:00,Credit card,68.51,4.761905,3.4255000000000004,4.9
933-57-1753,A,Lviv,Member,Male,Food & Beverages,74.8,9,33.66,706.8599999999999,2023-01-19,14:00,Credit card,673.1999999999999,4.761905,33.66,7.5
908-38-6451,C,Kyiv,Normal,Female,Sports,57.19,1,2.8595,60.049499999999995,2023-01-19,15:00,Cash,57.19,4.761905,2.8595,9.0
756-88-8612,A,Odesa,Member,Female,Electronics,83.35,5,20.837500000000002,437.5875,2023-01-19,16:00,Credit card,416.75,4.761905,20.837500000000002,9.7
537-66-6876,B,Odesa,Normal,Female,Sports,68.51,9,30.829500000000003,647.4195000000001,2023-01-19,17:00,Ewallet,616.59,4.761905,30.829500000000003,9.8
765-39-9630,C,Kyiv,Normal,Male,Beauty,17.08,4,3.416,71.73599999999999,2023-01-19,18:00,Cash,68.32,4.761905,3.416,6.4
690-91-2156,C,Kyiv,Normal,Male,Electronics,73.26,6,21.978000000000005,461.53800000000007,2023-01-19,19:00,Ewallet,439.56000000000006,4.761905,21.978000000000005,4.3
281-37-7303,B,Lviv,Normal,Male,Beauty,65.73,3,9.8595,207.0495,2023-01-19,20:00,Credit card,197.19,4.761905,9.8595,9.2
982-48-5077,A,Lviv,Normal,Female,Electronics,84.44,9,37.998000000000005,797.9580000000001,2023-01-19,21:00,Ewallet,759.96,4.761905,37.998000000000005,4.4
188-91-6359,B,Odesa,Member,Male,Electronics,96.01,7,33.603500000000004,705.6735000000001,2023-01-19,22:00,Ewallet,672.07,4.761905,33.603500000000004,4.8
811-77-6557,A,Odesa,Normal,Male,Home & Lifestyle,89.38,5,22.345,469.245,2023-01-19,23:00,Ewallet,446.9,4.761905,22.345,8.8
801-29-6220,C,Odesa,Normal,Female,Sports,13.83,2,1.383,29.043,2023-01-20,00:00,Cash,27.66,4.761905,1.383,7.8
860-12-7275,C,Lviv,Member,Male,Food & Beverages,95.72,9,43.074000000000005,904.554,2023-01-20,01:00,Ewallet,861.48,4.761905,43.074000000000005,9.7
270-88-6054,A,Odesa,Member,Female,Clothing,84.21,8,33.684,707.3639999999999,2023-01-20,02:00,Cash,673.68,4.761905,33.684,6.6
199-86-1072,B,Lviv,Normal,Male,Clothing,24.41,2,2.4410000000000003,51.261,2023-01-20,03:00,Cash,48.82,4.761905,2.4410000000000003,5.0
126-85-3667,B,Odesa,Normal,Male,Food & Beverages,91.09,8,36.436,765.1560000000001,2023-01-20,04:00,Ewallet,728.72,4.761905,36.436,9.3
830-60-2254,A,Lviv,Normal,Male,Electronics,80.22,9,36.099000000000004,758.0790000000001,2023-01-20,05:00,Cash,721.98,4.761905,36.099000000000004,8.4
248-99-7028,B,Kyiv,Member,Male,Home & Lifestyle,84.01,10,42.005,882.105,2023-01-20,06:00,Cash,840.1,4.761905,42.005,9.4
222-39-9078,C,Kyiv,Normal,Male,Beauty,38.37,1,1.9184999999999999,40.2885,2023-01-20,07:00,Ewallet,38.37,4.761905,1.9184999999999999,4.9
354-26-6810,A,Odesa,Normal,Male,Electronics,45.5,8,18.2,382.2,2023-01-20,08:00,Ewallet,364.0,4.761905,18.2,9.4
629-60-2026,A,Odesa,Normal,Male,Sports,50.39,6,15.117000000000003,317.45700000000005,2023-01-20,09:00,Ewallet,302.34000000000003,4.761905,15.117000000000003,7.1
643-18-2430,C,Lviv,Normal,Male,Beauty,79.27,2,7.927,166.46699999999998,2023-01-20,10:00,Cash,158.54,4.761905,7.927,8.7
356-13-6958,A,Kyiv,Normal,Male,Beauty,82.75,10,41.375,868.875,2023-01-20,11:00,Credit card,827.5,4.761905,41.375,4.0
447-92-1258,C,Lviv,Normal,Female,Sports,68.62,1,3.4310000000000005,72.051,2023-01-20,12:00,Ewallet,68.62,4.761905,3.4310000000000005,4.2
284-92-1194,B,Odesa,Normal,Male,Electronics,70.03,4,14.006,294.126,2023-01-20,13:00,Cash,280.12,4.761905,14.006,5.5
244-47-6971,B,Odesa,Normal,Male,Clothing,85.93,10,42.965,902.2650000000001,2023-01-20,14:00,Cash,859.3000000000001,4.761905,42.965,4.8
544-18-9097,C,Odesa,Normal,Male,Home & Lifestyle,32.07,10,16.035,336.735,2023-01-20,15:00,Ewallet,320.7,4.761905,16.035,8.1
416-43-1463,B,Odesa,Member,Male,Electronics,19.72,4,3.944,82.824,2023-01-20,16:00,Ewallet,78.88,4.761905,3.944,5.7
457-75-2392,C,Kyiv,Member,Male,Beauty,33.79,8,13.516,283.836,2023-01-20,17:00,Cash,270.32,4.761905,13.516,4.5
216-12-5398,C,Kyiv,Normal,Male,Food & Beverages,12.21,3,1.8315000000000001,38.4615,2023-01-20,18:00,Cash,36.63,4.761905,1.8315000000000001,4.7
549-62-7045,B,Odesa,Member,Female,Beauty,13.64,1,0.682,14.322000000000001,2023-01-20,19:00,Ewallet,13.64,4.761905,0.682,9.8
301-83-2572,C,Odesa,Normal,Male,Sports,99.52,6,29.856,626.976,2023-01-20,20:00,Credit card,597.12,4.761905,29.856,7.0
200-12-7568,A,Lviv,Normal,Male,Home & Lifestyle,52.62,4,10.524000000000001,221.004,2023-01-20,21:00,Credit card,210.48,4.761905,10.524000000000001,6.7
136-76-6370,C,Lviv,Normal,Female,Sports,49.54,1,2.4770000000000003,52.016999999999996,2023-01-20,22:00,Credit card,49.54,4.761905,2.4770000000000003,4.1
879-84-6824,C,Lviv,Normal,Female,Electronics,22.26,2,2.2260000000000004,46.746,2023-01-20,23:00,Ewallet,44.52,4.761905,2.2260000000000004,9.3
360-13-9599,B,Lviv,Member,Female,Sports,71.72,9,32.274,677.754,2023-01-21,00:00,Ewallet,645.48,4.761905,32.274,8.5
111-20-8539,A,Lviv,Normal,Male,Home & Lifestyle,76.8,9,34.559999999999995,725.7599999999999,2023-01-21,01:00,Credit card,691.1999999999999,4.761905,34.559999999999995,8.1
119-88-4648,A,Kyiv,Normal,Female,Clothing,45.11,5,11.277500000000002,236.82750000000001,2023-01-21,02:00,Cash,225.55,4.761905,11.277500000000002,4.8
587-49-4213,C,Kyiv,Normal,Female,Sports,78.71,9,35.4195,743.8095,2023-01-21,03:00,Credit card,708.39,4.761905,35.4195,6.6
484-14-2966,C,Odesa,Normal,Male,Sports,43.65,9,19.6425,412.49249999999995,2023-01-21,04:00,Cash,392.84999999999997,4.761905,19.6425,8.6
426-34-2197,B,Lviv,Member,Female,Electronics,38.82,2,3.882,81.522,2023-01-21,05:00,Cash,77.64,4.761905,3.882,6.8
533-98-4089,A,Kyiv,Normal,Male,Sports,57.12,4,11.424,239.904,2023-01-21,06:00,Credit card,228.48,4.761905,11.424,7.5
812-71-1574,B,Lviv,Member,Female,Home & Lifestyle,90.07,6,27.021,567.4409999999999,2023-01-21,07:00,Ewallet,540.42,4.761905,27.021,5.2
117-75-8172,B,Lviv,Normal,Female,Home & Lifestyle,44.14,6,13.242000000000003,278.08200000000005,2023-01-21,08:00,Cash,264.84000000000003,4.761905,13.242000000000003,9.3
512-98-4063,C,Lviv,Member,Male,Electronics,54.12,9,24.354,511.43399999999997,2023-01-21,09:00,Credit card,487.08,4.761905,24.354,7.4
992-18-3015,A,Odesa,Normal,Female,Beauty,21.97,10,10.985,230.685,2023-01-21,10:00,Credit card,219.7,4.761905,10.985,4.5
134-13-6268,C,Kyiv,Member,Female,Electronics,66.64,2,6.664000000000001,139.944,2023-01-21,11:00,Ewallet,133.28,4.761905,6.664000000000001,4.3
156-48-3700,B,Odesa,Member,Male,Sports,25.0,9,11.25,236.25,2023-01-21,12:00,Credit card,225.0,4.761905,11.25,5.5
570-31-3662,A,Odesa,Normal,Female,Clothing,94.99,9,42.7455,897.6555,2023-01-21,13:00,Ewallet,854.91,4.761905,42.7455,9.8
635-76-6778,A,Odesa,Normal,Male,Sports,24.62,7,8.617,180.957,2023-01-21,14:00,Cash,172.34,4.761905,8.617,7.2
167-99-8208,A,Odesa,Member,Male,Beauty,14.78,9,6.651,139.671,2023-01-21,15:00,Ewallet,133.01999999999998,4.761905,6.651,6.8
970-18-1571,B,Lviv,Member,Male,Clothing,93.69,5,23.4225,491.8725,2023-01-21,16:00,Cash,468.45,4.761905,23.4225,9.5
324-93-8862,A,Odesa,Member,Male,Home & Lifestyle,93.36,1,4.668,98.028,2023-01-21,17:00,Credit card,93.36,4.761905,4.668,4.2
154-42-5165,C,Lviv,Normal,Female,Home & Lifestyle,77.26,1,3.8630000000000004,81.123,2023-01-21,18:00,Credit card,77.26,4.761905,3.8630000000000004,9.1
146-90-6644,A,Kyiv,Normal,Male,Electronics,63.13,2,6.313000000000001,132.573,2023-01-21,19:00,Credit card,126.26,4.761905,6.313000000000001,8.0
545-32-2624,A,Lviv,Member,Male,Clothing,90.08,5,22.52,472.91999999999996,2023-01-21,20:00,Ewallet,450.4,4.761905,22.52,6.7
363-63-2809,C,Lviv,Normal,Female,Electronics,97.25,3,14.5875,306.3375,2023-01-21,21:00,Cash,291.75,4.761905,14.5875,8.3
999-84-6274,C,Lviv,Normal,Male,Beauty,79.76,9,35.892,753.7320000000001,2023-01-21,22:00,Ewallet,717.84,4.761905,35.892,5.5
366-98-3540,C,Odesa,Normal,Male,Clothing,38.24,2,3.8240000000000003,80.304,2023-01-21,23:00,Ewallet,76.48,4.761905,3.8240000000000003,7.4
738-72-1230,B,Odesa,Normal,Female,Electronics,83.39,8,33.356,700.476,2023-01-22,00:00,Ewallet,667.12,4.761905,33.356,4.7
727-43-2469,B,Kyiv,Member,Female,Sports,29.48,8,11.792000000000002,247.632,2023-01-22,01:00,Credit card,235.84,4.761905,11.792000000000002,6.3
691-41-2398,B,Lviv,Normal,Male,Food & Beverages,97.27,2,9.727,204.267,2023-01-22,02:00,Credit card,194.54,4.761905,9.727,7.0
936-28-3025,C,Lviv,Normal,Male,Clothing,36.31,10,18.155,381.255,2023-01-22,03:00,Ewallet,363.1,4.761905,18.155,9.1
782-11-2475,B,Lviv,Normal,Female,Clothing,76.04,8,30.416000000000004,638.7360000000001,2023-01-22,04:00,Cash,608.32,4.761905,30.416000000000004,4.8
606-78-8384,C,Kyiv,Member,Male,Clothing,75.35,6,22.605,474.705,2023-01-22,05:00,Ewallet,452.09999999999997,4.761905,22.605,9.6
798-97-8224,A,Odesa,Member,Female,Sports,98.41,6,29.523000000000003,619.9830000000001,2023-01-22,06:00,Credit card,590.46,4.761905,29.523000000000003,6.7
764-77-8880,B,Kyiv,Member,Female,Beauty,60.11,9,27.049500000000002,568.0395,2023-01-22,07:00,Cash,540.99,4.761905,27.049500000000002,4.3
778-85-2613,B,Kyiv,Normal,Male,Electronics,32.59,5,8.1475,171.09750000000003,2023-01-22,08:00,Ewallet,162.95000000000002,4.761905,8.1475,8.5
989-13-1394,C,Odesa,Member,Male,Beauty,61.46,6,18.438,387.198,2023-01-22,09:00,Ewallet,368.76,4.761905,18.438,7.6
268-37-1948,B,Kyiv,Member,Female,Electronics,60.46,1,3.023,63.483000000000004,2023-01-22,10:00,Credit card,60.46,4.761905,3.023,4.3
361-97-2276,A,Lviv,Normal,Female,Clothing,80.38,8,32.152,675.192,2023-01-22,11:00,Ewallet,643.04,4.761905,32.152,5.8
527-19-6254,A,Lviv,Member,Male,Electronics,94.62,10,47.31,993.51,2023-01-22,12:00,Credit card,946.2,4.761905,47.31,6.7
270-39-4766,C,Kyiv,Normal,Female,Clothing,46.72,4,9.344,196.224,2023-01-22,13:00,Ewallet,186.88,4.761905,9.344,7.9
215-89-7568,A,Kyiv,Member,Female,Beauty,70.3,3,10.545,221.44499999999996,2023-01-22,14:00,Ewallet,210.89999999999998,4.761905,10.545,6.1
245-71-9325,A,Kyiv,Normal,Male,Home & Lifestyle,21.61,4,4.322,90.762,2023-01-22,15:00,Ewallet,86.44,4.761905,4.322,9.1
988-94-5386,B,Kyiv,Member,Female,Sports,19.81,4,3.9619999999999997,83.202,2023-01-22,16:00,Ewallet,79.24,4.761905,3.9619999999999997,4.0
